time_s,Vout_V,iL_A,duty,Rload_ohm
0.002510,5.004586,0.497615,0.41851,10.00
0.002520,5.004915,0.496857,0.41849,10.00
0.002530,5.005208,0.496048,0.41847,10.00
0.002540,5.005461,0.495193,0.41846,10.00
0.002550,5.005840,0.494300,0.41844,10.00
0.002560,5.006839,0.493295,0.41839,10.00
0.002570,5.007784,0.492131,0.41833,10.00
0.002580,5.008668,0.490820,0.41828,10.00
0.002590,5.009485,0.489369,0.41823,10.00
0.002600,5.010025,0.487791,0.41819,10.00
0.002610,5.009678,0.486194,0.41819,10.00
0.002620,5.009262,0.484657,0.41821,10.00
0.002630,5.008779,0.483188,0.41822,10.00
0.002640,5.008235,0.481800,0.41824,10.00
0.002650,5.007762,0.480502,0.41827,10.00
0.002660,5.007753,0.479240,0.41826,10.00
0.002670,5.007687,0.477982,0.41826,10.00
0.002680,5.007564,0.476737,0.41826,10.00
0.002690,5.007387,0.475514,0.41826,10.00
0.002700,5.007079,0.474322,0.41826,10.00
0.002710,5.006417,0.473206,0.41829,10.00
0.002720,5.005711,0.472198,0.41832,10.00
0.002730,5.004966,0.471305,0.41835,10.00
0.002740,5.004186,0.470533,0.41839,10.00
0.002750,5.003014,0.469887,0.41842,10.00
0.002760,5.000373,0.469546,0.41856,10.00
0.002770,4.997740,0.469628,0.41869,10.00
0.002780,4.995134,0.470131,0.41882,10.00
0.002790,4.992574,0.471049,0.41895,10.00
0.002800,4.990516,0.472375,0.41909,10.00
0.002810,4.990282,0.473887,0.41911,10.00
0.002820,4.990119,0.475433,0.41912,10.00
0.002830,4.990028,0.477003,0.41914,10.00
0.002840,4.990008,0.478585,0.41915,10.00
0.002850,4.989722,0.480166,0.41915,10.00
0.002860,4.988163,0.481899,0.41924,10.00
0.002870,4.986695,0.483878,0.41932,10.00
0.002880,4.985331,0.486087,0.41940,10.00
0.002890,4.984079,0.488510,0.41948,10.00
0.002900,4.983326,0.491129,0.41955,10.00
0.002910,4.984204,0.493742,0.41952,10.00
0.002920,4.985192,0.496209,0.41949,10.00
0.002930,4.986284,0.498515,0.41944,10.00
